id,category,task_type,source,language,domain,is_ip,ip_type,novelty_score
IPE_001174,patent,relation_extraction,meeting_minutes,fr,energy,True,patent,0.897
IPE_001175,patent,knowledge_extraction,patent_application,ja,automotive,True,patent,0.832
IPE_001176,patent,relation_extraction,research_paper,es,aerospace,True,patent,0.758
IPE_001177,patent,entity_recognition,patent_application,fr,energy,True,patent,0.898
IPE_001178,patent,relation_extraction,technical_report,es,biotechnology,True,patent,0.825
IPE_001179,patent,entity_recognition,patent_application,en,pharmaceutical,True,patent,0.779
IPE_001180,patent,entity_recognition,patent_application,zh,pharmaceutical,True,patent,0.908
IPE_001181,patent,knowledge_extraction,research_paper,de,manufacturing,True,patent,0.851
IPE_001182,patent,entity_recognition,meeting_minutes,zh,software,True,patent,0.78
IPE_001183,patent,entity_recognition,meeting_minutes,zh,energy,True,patent,0.82
IPE_001184,patent,entity_recognition,technical_report,en,software,True,patent,0.829
IPE_001185,patent,ip_detection,technical_report,fr,manufacturing,True,patent,0.777
IPE_001186,patent,entity_recognition,research_paper,fr,automotive,True,patent,0.809
IPE_001187,patent,knowledge_extraction,meeting_minutes,en,biotechnology,True,patent,0.889
IPE_001188,patent,knowledge_extraction,meeting_minutes,de,pharmaceutical,True,patent,0.912
IPE_001189,patent,ip_detection,legal_document,en,software,True,patent,0.863
IPE_001190,patent,relation_extraction,research_paper,fr,manufacturing,True,patent,0.778
IPE_001191,patent,knowledge_extraction,legal_document,en,pharmaceutical,True,patent,0.79
IPE_001192,patent,relation_extraction,technical_report,fr,energy,True,patent,0.913
IPE_001193,patent,entity_recognition,technical_report,de,manufacturing,True,patent,0.788
IPE_001194,patent,relation_extraction,legal_document,es,energy,True,patent,0.757
IPE_001195,patent,relation_extraction,research_paper,zh,pharmaceutical,True,patent,0.75
IPE_001196,patent,ip_detection,research_paper,ja,automotive,True,patent,0.895
IPE_001197,patent,knowledge_extraction,patent_application,zh,manufacturing,True,patent,0.932
IPE_001198,patent,knowledge_extraction,legal_document,zh,pharmaceutical,True,patent,0.773
IPE_001199,patent,ip_detection,patent_application,zh,manufacturing,True,patent,0.934
IPE_001200,patent,relation_extraction,research_paper,zh,automotive,True,patent,0.924
IPE_001201,patent,relation_extraction,patent_application,es,automotive,True,patent,0.889
IPE_001202,patent,entity_recognition,technical_report,es,pharmaceutical,True,patent,0.807
IPE_001203,patent,entity_recognition,legal_document,ja,aerospace,True,patent,0.906
IPE_001204,patent,entity_recognition,patent_application,en,aerospace,True,patent,0.859
IPE_001205,patent,entity_recognition,research_paper,en,software,True,patent,0.761
IPE_001206,patent,relation_extraction,research_paper,de,energy,True,patent,0.791
IPE_001207,patent,knowledge_extraction,technical_report,fr,energy,True,patent,0.938
IPE_001208,patent,relation_extraction,meeting_minutes,fr,biotechnology,True,patent,0.841
IPE_001209,patent,knowledge_extraction,patent_application,es,biotechnology,True,patent,0.756
IPE_001210,patent,ip_detection,meeting_minutes,es,software,True,patent,0.88
IPE_001211,patent,knowledge_extraction,patent_application,es,aerospace,True,patent,0.922
IPE_001212,patent,knowledge_extraction,legal_document,zh,aerospace,True,patent,0.861
IPE_001213,patent,knowledge_extraction,research_paper,es,energy,True,patent,0.912
IPE_001214,patent,knowledge_extraction,patent_application,es,pharmaceutical,True,patent,0.9
IPE_001215,patent,knowledge_extraction,patent_application,de,biotechnology,True,patent,0.766
IPE_001216,patent,ip_detection,legal_document,en,biotechnology,True,patent,0.818
IPE_001217,patent,knowledge_extraction,technical_report,fr,aerospace,True,patent,0.914
IPE_001218,patent,entity_recognition,meeting_minutes,en,automotive,True,patent,0.797
IPE_001219,patent,relation_extraction,patent_application,fr,pharmaceutical,True,patent,0.762
IPE_001220,patent,ip_detection,technical_report,zh,pharmaceutical,True,patent,0.898
IPE_001221,patent,ip_detection,meeting_minutes,de,energy,True,patent,0.929
IPE_001222,patent,ip_detection,meeting_minutes,fr,biotechnology,True,patent,0.801
IPE_001223,patent,entity_recognition,meeting_minutes,fr,manufacturing,True,patent,0.857
IPE_001224,patent,knowledge_extraction,technical_report,fr,energy,True,patent,0.912
IPE_001225,patent,knowledge_extraction,meeting_minutes,ja,software,True,patent,0.8
IPE_001226,patent,entity_recognition,technical_report,fr,pharmaceutical,True,patent,0.84
IPE_001227,patent,relation_extraction,meeting_minutes,fr,manufacturing,True,patent,0.851
IPE_001228,patent,ip_detection,legal_document,en,energy,True,patent,0.829
IPE_001229,patent,ip_detection,meeting_minutes,de,manufacturing,True,patent,0.848
IPE_001230,patent,entity_recognition,technical_report,ja,software,True,patent,0.75
IPE_001231,patent,knowledge_extraction,legal_document,zh,biotechnology,True,patent,0.843
IPE_001232,patent,ip_detection,technical_report,zh,aerospace,True,patent,0.847
IPE_001233,patent,knowledge_extraction,research_paper,en,biotechnology,True,patent,0.897
IPE_001234,patent,knowledge_extraction,technical_report,ja,biotechnology,True,patent,0.778
IPE_001235,patent,knowledge_extraction,meeting_minutes,ja,software,True,patent,0.913
IPE_001236,patent,relation_extraction,research_paper,fr,automotive,True,patent,0.865
IPE_001237,patent,relation_extraction,meeting_minutes,de,software,True,patent,0.915
IPE_001238,patent,entity_recognition,technical_report,ja,pharmaceutical,True,patent,0.774
IPE_001239,patent,entity_recognition,research_paper,en,pharmaceutical,True,patent,0.859
IPE_001240,patent,knowledge_extraction,technical_report,es,energy,True,patent,0.759
IPE_001241,patent,ip_detection,patent_application,fr,biotechnology,True,patent,0.785
IPE_001242,patent,ip_detection,patent_application,ja,aerospace,True,patent,0.93
IPE_001243,patent,ip_detection,research_paper,ja,software,True,patent,0.872
IPE_001244,patent,knowledge_extraction,patent_application,ja,biotechnology,True,patent,0.885
IPE_001245,patent,ip_detection,patent_application,zh,biotechnology,True,patent,0.773
IPE_001246,patent,entity_recognition,meeting_minutes,fr,automotive,True,patent,0.777
IPE_001247,patent,entity_recognition,patent_application,zh,aerospace,True,patent,0.923
IPE_001248,patent,entity_recognition,meeting_minutes,de,energy,True,patent,0.949
IPE_001249,patent,knowledge_extraction,technical_report,ja,pharmaceutical,True,patent,0.799
IPE_001250,patent,ip_detection,research_paper,es,automotive,True,patent,0.857
IPE_001251,patent,knowledge_extraction,legal_document,es,pharmaceutical,True,patent,0.837
IPE_001252,patent,entity_recognition,patent_application,en,pharmaceutical,True,patent,0.787
IPE_001253,patent,ip_detection,legal_document,fr,energy,True,patent,0.901
IPE_001254,patent,ip_detection,legal_document,en,energy,True,patent,0.898
IPE_001255,patent,knowledge_extraction,technical_report,zh,biotechnology,True,patent,0.908
IPE_001256,patent,relation_extraction,technical_report,ja,aerospace,True,patent,0.912
IPE_001257,patent,knowledge_extraction,technical_report,fr,aerospace,True,patent,0.819
IPE_001258,patent,knowledge_extraction,research_paper,zh,pharmaceutical,True,patent,0.929
IPE_001259,patent,entity_recognition,research_paper,zh,aerospace,True,patent,0.868
IPE_001260,patent,ip_detection,technical_report,de,aerospace,True,patent,0.861
IPE_001261,patent,entity_recognition,research_paper,es,manufacturing,True,patent,0.866
IPE_001262,patent,entity_recognition,research_paper,de,aerospace,True,patent,0.862
IPE_001263,patent,entity_recognition,meeting_minutes,de,energy,True,patent,0.814
IPE_001264,patent,knowledge_extraction,meeting_minutes,es,manufacturing,True,patent,0.877
IPE_001265,patent,entity_recognition,legal_document,en,pharmaceutical,True,patent,0.904
IPE_001266,patent,entity_recognition,technical_report,en,aerospace,True,patent,0.871
IPE_001267,patent,knowledge_extraction,technical_report,de,aerospace,True,patent,0.757
IPE_001268,patent,ip_detection,legal_document,ja,biotechnology,True,patent,0.88
IPE_001269,patent,relation_extraction,patent_application,ja,software,True,patent,0.853
IPE_001270,patent,entity_recognition,technical_report,ja,pharmaceutical,True,patent,0.792
IPE_001271,patent,knowledge_extraction,technical_report,ja,aerospace,True,patent,0.773
IPE_001272,patent,relation_extraction,patent_application,de,pharmaceutical,True,patent,0.904
IPE_001273,patent,ip_detection,meeting_minutes,fr,manufacturing,True,patent,0.865
IPE_001274,patent,entity_recognition,technical_report,en,automotive,True,patent,0.756
IPE_001275,patent,relation_extraction,research_paper,de,automotive,True,patent,0.903
IPE_001276,patent,relation_extraction,patent_application,fr,biotechnology,True,patent,0.926
IPE_001277,patent,entity_recognition,legal_document,ja,energy,True,patent,0.862
IPE_001278,patent,relation_extraction,legal_document,de,biotechnology,True,patent,0.898
IPE_001279,patent,entity_recognition,meeting_minutes,de,automotive,True,patent,0.942
IPE_001280,patent,entity_recognition,research_paper,zh,biotechnology,True,patent,0.936
IPE_001281,patent,ip_detection,research_paper,es,energy,True,patent,0.874
IPE_001282,patent,entity_recognition,patent_application,zh,pharmaceutical,True,patent,0.884
IPE_001283,patent,relation_extraction,legal_document,fr,aerospace,True,patent,0.909
IPE_001284,patent,ip_detection,technical_report,es,energy,True,patent,0.823
IPE_001285,patent,relation_extraction,legal_document,en,aerospace,True,patent,0.834
IPE_001286,patent,knowledge_extraction,patent_application,es,energy,True,patent,0.904
IPE_001287,patent,relation_extraction,patent_application,es,pharmaceutical,True,patent,0.777
IPE_001288,patent,entity_recognition,technical_report,fr,pharmaceutical,True,patent,0.88
IPE_001289,patent,relation_extraction,patent_application,es,biotechnology,True,patent,0.824
IPE_001290,patent,knowledge_extraction,patent_application,ja,biotechnology,True,patent,0.809
IPE_001291,patent,relation_extraction,legal_document,fr,aerospace,True,patent,0.937
IPE_001292,patent,relation_extraction,legal_document,fr,pharmaceutical,True,patent,0.805
IPE_001293,patent,entity_recognition,patent_application,zh,automotive,True,patent,0.781
IPE_001294,patent,entity_recognition,technical_report,en,aerospace,True,patent,0.863
IPE_001295,patent,knowledge_extraction,meeting_minutes,en,pharmaceutical,True,patent,0.93
IPE_001296,patent,relation_extraction,meeting_minutes,fr,automotive,True,patent,0.892
IPE_001297,patent,entity_recognition,research_paper,es,energy,True,patent,0.81
IPE_001298,patent,ip_detection,meeting_minutes,zh,software,True,patent,0.852
IPE_001299,patent,relation_extraction,technical_report,zh,automotive,True,patent,0.773
IPE_001300,patent,ip_detection,research_paper,fr,biotechnology,True,patent,0.936
IPE_001301,patent,knowledge_extraction,legal_document,es,pharmaceutical,True,patent,0.921
IPE_001302,patent,knowledge_extraction,legal_document,de,automotive,True,patent,0.766
IPE_001303,patent,knowledge_extraction,legal_document,fr,pharmaceutical,True,patent,0.938
IPE_001304,patent,ip_detection,patent_application,en,automotive,True,patent,0.932
IPE_001305,patent,ip_detection,meeting_minutes,zh,software,True,patent,0.791
IPE_001306,patent,ip_detection,patent_application,de,automotive,True,patent,0.859
IPE_001307,patent,entity_recognition,legal_document,ja,manufacturing,True,patent,0.855
IPE_001308,patent,relation_extraction,patent_application,de,pharmaceutical,True,patent,0.831
IPE_001309,patent,knowledge_extraction,technical_report,en,biotechnology,True,patent,0.859
IPE_001310,patent,ip_detection,technical_report,zh,manufacturing,True,patent,0.815
IPE_001311,patent,relation_extraction,meeting_minutes,en,software,True,patent,0.878
IPE_001312,patent,knowledge_extraction,legal_document,es,energy,True,patent,0.935
IPE_001313,patent,ip_detection,meeting_minutes,fr,automotive,True,patent,0.802
IPE_001314,patent,ip_detection,meeting_minutes,fr,pharmaceutical,True,patent,0.863
IPE_001315,patent,knowledge_extraction,legal_document,es,software,True,patent,0.847
IPE_001316,patent,relation_extraction,patent_application,fr,pharmaceutical,True,patent,0.793
IPE_001317,patent,relation_extraction,patent_application,zh,energy,True,patent,0.804
IPE_001318,patent,relation_extraction,technical_report,es,energy,True,patent,0.791
IPE_001319,patent,knowledge_extraction,patent_application,de,manufacturing,True,patent,0.873
IPE_001320,patent,entity_recognition,technical_report,ja,manufacturing,True,patent,0.846
IPE_001321,patent,relation_extraction,technical_report,fr,aerospace,True,patent,0.825
IPE_001322,patent,relation_extraction,research_paper,es,manufacturing,True,patent,0.756
IPE_001323,patent,ip_detection,patent_application,ja,software,True,patent,0.895
IPE_001324,patent,relation_extraction,legal_document,en,manufacturing,True,patent,0.917
IPE_001325,patent,relation_extraction,meeting_minutes,zh,biotechnology,True,patent,0.909
IPE_001326,patent,entity_recognition,meeting_minutes,en,automotive,True,patent,0.755
IPE_001327,patent,entity_recognition,meeting_minutes,de,biotechnology,True,patent,0.819
IPE_001328,patent,ip_detection,technical_report,de,software,True,patent,0.823
IPE_001329,patent,ip_detection,research_paper,fr,pharmaceutical,True,patent,0.923
IPE_001330,patent,knowledge_extraction,legal_document,es,aerospace,True,patent,0.943
IPE_001331,patent,knowledge_extraction,patent_application,es,automotive,True,patent,0.848
IPE_001332,patent,relation_extraction,research_paper,en,biotechnology,True,patent,0.821
IPE_001333,patent,relation_extraction,research_paper,es,biotechnology,True,patent,0.818
IPE_001334,patent,relation_extraction,research_paper,es,automotive,True,patent,0.865
IPE_001335,patent,entity_recognition,technical_report,en,manufacturing,True,patent,0.862
IPE_001336,patent,relation_extraction,research_paper,de,software,True,patent,0.819
IPE_001337,patent,relation_extraction,meeting_minutes,zh,biotechnology,True,patent,0.888
IPE_001338,patent,relation_extraction,legal_document,es,biotechnology,True,patent,0.82
IPE_001339,patent,entity_recognition,patent_application,fr,automotive,True,patent,0.917
IPE_001340,patent,knowledge_extraction,research_paper,ja,automotive,True,patent,0.865
IPE_001341,patent,relation_extraction,meeting_minutes,es,aerospace,True,patent,0.76
IPE_001342,patent,relation_extraction,legal_document,ja,energy,True,patent,0.858
IPE_001343,patent,relation_extraction,research_paper,zh,biotechnology,True,patent,0.772
IPE_001344,patent,knowledge_extraction,meeting_minutes,de,automotive,True,patent,0.941
IPE_001345,patent,entity_recognition,research_paper,zh,pharmaceutical,True,patent,0.925
IPE_001346,patent,entity_recognition,research_paper,en,biotechnology,True,patent,0.879
IPE_001347,patent,ip_detection,patent_application,de,biotechnology,True,patent,0.857
IPE_001348,patent,knowledge_extraction,patent_application,fr,automotive,True,patent,0.862
IPE_001349,patent,entity_recognition,legal_document,de,aerospace,True,patent,0.757
IPE_001350,patent,entity_recognition,legal_document,es,manufacturing,True,patent,0.907
IPE_001351,patent,ip_detection,meeting_minutes,zh,energy,True,patent,0.797
IPE_001352,patent,knowledge_extraction,legal_document,fr,energy,True,patent,0.88
IPE_001353,patent,ip_detection,legal_document,fr,energy,True,patent,0.752
IPE_001354,patent,knowledge_extraction,meeting_minutes,ja,manufacturing,True,patent,0.909
IPE_001355,patent,knowledge_extraction,research_paper,zh,energy,True,patent,0.826
IPE_001356,patent,knowledge_extraction,legal_document,zh,pharmaceutical,True,patent,0.867
IPE_001357,patent,ip_detection,research_paper,en,manufacturing,True,patent,0.824
IPE_001358,patent,knowledge_extraction,legal_document,fr,pharmaceutical,True,patent,0.8
IPE_001359,patent,entity_recognition,legal_document,zh,pharmaceutical,True,patent,0.92
IPE_001360,patent,entity_recognition,technical_report,ja,aerospace,True,patent,0.826
IPE_001361,patent,ip_detection,research_paper,ja,pharmaceutical,True,patent,0.846
IPE_001362,patent,entity_recognition,patent_application,de,software,True,patent,0.849
IPE_001363,patent,relation_extraction,research_paper,en,automotive,True,patent,0.806
IPE_001364,patent,relation_extraction,patent_application,fr,aerospace,True,patent,0.811
IPE_001365,patent,knowledge_extraction,patent_application,zh,automotive,True,patent,0.771
IPE_001366,patent,entity_recognition,research_paper,zh,pharmaceutical,True,patent,0.775
IPE_001367,patent,relation_extraction,legal_document,en,manufacturing,True,patent,0.889
IPE_001368,patent,ip_detection,patent_application,fr,manufacturing,True,patent,0.906
IPE_001369,patent,entity_recognition,meeting_minutes,de,aerospace,True,patent,0.842
IPE_001370,patent,knowledge_extraction,meeting_minutes,en,pharmaceutical,True,patent,0.805
IPE_001371,patent,knowledge_extraction,legal_document,en,energy,True,patent,0.867
IPE_001372,patent,knowledge_extraction,research_paper,de,automotive,True,patent,0.868
IPE_001373,patent,knowledge_extraction,research_paper,ja,software,True,patent,0.891
IPE_001374,patent,knowledge_extraction,legal_document,de,biotechnology,True,patent,0.762
IPE_001375,patent,knowledge_extraction,patent_application,zh,manufacturing,True,patent,0.909
IPE_001376,patent,relation_extraction,legal_document,en,biotechnology,True,patent,0.925
IPE_001377,patent,relation_extraction,legal_document,de,manufacturing,True,patent,0.861
IPE_001378,patent,entity_recognition,meeting_minutes,de,aerospace,True,patent,0.757
IPE_001379,patent,entity_recognition,meeting_minutes,ja,pharmaceutical,True,patent,0.864
IPE_001380,patent,relation_extraction,legal_document,fr,pharmaceutical,True,patent,0.816
IPE_001381,patent,relation_extraction,legal_document,de,energy,True,patent,0.905
IPE_001382,patent,knowledge_extraction,technical_report,fr,biotechnology,True,patent,0.857
IPE_001383,patent,knowledge_extraction,patent_application,zh,energy,True,patent,0.902
IPE_001384,patent,knowledge_extraction,meeting_minutes,de,automotive,True,patent,0.809
IPE_001385,patent,knowledge_extraction,technical_report,en,manufacturing,True,patent,0.868
IPE_001386,patent,ip_detection,meeting_minutes,zh,automotive,True,patent,0.824
IPE_001387,patent,relation_extraction,research_paper,de,biotechnology,True,patent,0.843
IPE_001388,patent,relation_extraction,research_paper,de,biotechnology,True,patent,0.798
IPE_001389,patent,knowledge_extraction,research_paper,zh,manufacturing,True,patent,0.888
IPE_001390,patent,knowledge_extraction,patent_application,es,aerospace,True,patent,0.776
IPE_001391,patent,knowledge_extraction,patent_application,fr,energy,True,patent,0.896
IPE_001392,patent,entity_recognition,legal_document,zh,software,True,patent,0.938
IPE_001393,patent,ip_detection,research_paper,es,software,True,patent,0.819
IPE_001394,patent,ip_detection,meeting_minutes,en,software,True,patent,0.804
IPE_001395,patent,knowledge_extraction,legal_document,fr,automotive,True,patent,0.933
IPE_001396,patent,knowledge_extraction,legal_document,de,aerospace,True,patent,0.902
IPE_001397,patent,relation_extraction,research_paper,es,software,True,patent,0.819
IPE_001398,patent,ip_detection,legal_document,ja,manufacturing,True,patent,0.789
IPE_001399,patent,entity_recognition,meeting_minutes,ja,manufacturing,True,patent,0.82
IPE_001400,patent,ip_detection,legal_document,zh,energy,True,patent,0.776
IPE_001401,patent,entity_recognition,meeting_minutes,fr,pharmaceutical,True,patent,0.763
IPE_001402,patent,entity_recognition,legal_document,zh,automotive,True,patent,0.883
IPE_001403,patent,ip_detection,patent_application,ja,pharmaceutical,True,patent,0.839
IPE_001404,patent,relation_extraction,meeting_minutes,de,pharmaceutical,True,patent,0.851
IPE_001405,patent,relation_extraction,legal_document,ja,software,True,patent,0.751
IPE_001406,patent,entity_recognition,legal_document,es,pharmaceutical,True,patent,0.766
IPE_001407,patent,entity_recognition,patent_application,de,aerospace,True,patent,0.792
IPE_001408,patent,relation_extraction,patent_application,es,energy,True,patent,0.79
IPE_001409,patent,knowledge_extraction,patent_application,zh,automotive,True,patent,0.806
IPE_001410,patent,ip_detection,patent_application,fr,manufacturing,True,patent,0.933
IPE_001411,patent,entity_recognition,legal_document,es,aerospace,True,patent,0.87
IPE_001412,patent,knowledge_extraction,patent_application,ja,aerospace,True,patent,0.777
IPE_001413,patent,ip_detection,technical_report,de,software,True,patent,0.926
IPE_001414,patent,relation_extraction,research_paper,de,pharmaceutical,True,patent,0.855
IPE_001415,patent,ip_detection,legal_document,ja,software,True,patent,0.843
IPE_001416,patent,entity_recognition,meeting_minutes,zh,aerospace,True,patent,0.911
IPE_001417,patent,ip_detection,technical_report,ja,manufacturing,True,patent,0.927
IPE_001418,patent,ip_detection,technical_report,es,pharmaceutical,True,patent,0.774
IPE_001419,patent,ip_detection,patent_application,ja,manufacturing,True,patent,0.83
IPE_001420,patent,ip_detection,meeting_minutes,de,manufacturing,True,patent,0.932
IPE_001421,patent,knowledge_extraction,research_paper,fr,energy,True,patent,0.876
IPE_001422,patent,relation_extraction,legal_document,de,manufacturing,True,patent,0.758
IPE_001423,patent,ip_detection,legal_document,ja,biotechnology,True,patent,0.927
IPE_001424,patent,ip_detection,research_paper,fr,biotechnology,True,patent,0.772
IPE_001425,patent,entity_recognition,legal_document,ja,biotechnology,True,patent,0.841
IPE_001426,patent,entity_recognition,legal_document,de,manufacturing,True,patent,0.948
IPE_001427,patent,entity_recognition,research_paper,fr,manufacturing,True,patent,0.911
IPE_001428,patent,relation_extraction,meeting_minutes,ja,software,True,patent,0.869
IPE_001429,patent,entity_recognition,legal_document,zh,energy,True,patent,0.797
IPE_001430,patent,ip_detection,technical_report,zh,biotechnology,True,patent,0.792
IPE_001431,patent,relation_extraction,research_paper,ja,biotechnology,True,patent,0.821
IPE_001432,patent,relation_extraction,meeting_minutes,zh,manufacturing,True,patent,0.803
IPE_001433,patent,knowledge_extraction,meeting_minutes,de,automotive,True,patent,0.887
IPE_001434,patent,relation_extraction,patent_application,en,software,True,patent,0.834
IPE_001435,patent,entity_recognition,technical_report,ja,manufacturing,True,patent,0.87
IPE_001436,patent,relation_extraction,technical_report,zh,pharmaceutical,True,patent,0.863
IPE_001437,patent,ip_detection,research_paper,en,manufacturing,True,patent,0.908
IPE_001438,patent,knowledge_extraction,research_paper,fr,pharmaceutical,True,patent,0.826
IPE_001439,patent,knowledge_extraction,research_paper,ja,aerospace,True,patent,0.836
IPE_001440,patent,relation_extraction,legal_document,en,automotive,True,patent,0.788
IPE_001441,patent,knowledge_extraction,legal_document,es,biotechnology,True,patent,0.841
IPE_001442,patent,ip_detection,legal_document,de,software,True,patent,0.803
IPE_001443,patent,knowledge_extraction,technical_report,de,manufacturing,True,patent,0.805
IPE_001444,patent,relation_extraction,research_paper,de,pharmaceutical,True,patent,0.863
IPE_001445,patent,knowledge_extraction,patent_application,ja,aerospace,True,patent,0.876
IPE_001446,patent,ip_detection,patent_application,fr,software,True,patent,0.853
IPE_001447,patent,knowledge_extraction,meeting_minutes,es,software,True,patent,0.812
IPE_001448,patent,relation_extraction,patent_application,fr,biotechnology,True,patent,0.836
IPE_001449,patent,relation_extraction,patent_application,ja,automotive,True,patent,0.926
IPE_001450,patent,knowledge_extraction,legal_document,zh,software,True,patent,0.947
IPE_001451,patent,knowledge_extraction,research_paper,fr,automotive,True,patent,0.773
IPE_001452,patent,ip_detection,patent_application,ja,energy,True,patent,0.85
IPE_001453,patent,ip_detection,technical_report,de,pharmaceutical,True,patent,0.803
IPE_001454,patent,ip_detection,legal_document,zh,automotive,True,patent,0.884
IPE_001455,patent,relation_extraction,research_paper,ja,energy,True,patent,0.932
IPE_001456,patent,entity_recognition,meeting_minutes,ja,aerospace,True,patent,0.923
IPE_001457,patent,entity_recognition,research_paper,fr,energy,True,patent,0.883
IPE_001458,patent,ip_detection,research_paper,en,biotechnology,True,patent,0.833
IPE_001459,patent,ip_detection,legal_document,de,automotive,True,patent,0.773
IPE_001460,patent,knowledge_extraction,meeting_minutes,ja,automotive,True,patent,0.862
IPE_001461,patent,ip_detection,legal_document,es,aerospace,True,patent,0.822
IPE_001462,patent,knowledge_extraction,research_paper,zh,biotechnology,True,patent,0.914
IPE_001463,patent,knowledge_extraction,legal_document,zh,manufacturing,True,patent,0.812
IPE_001464,patent,relation_extraction,meeting_minutes,es,biotechnology,True,patent,0.845
IPE_001465,patent,entity_recognition,meeting_minutes,zh,software,True,patent,0.827
IPE_001466,patent,entity_recognition,meeting_minutes,zh,pharmaceutical,True,patent,0.848
IPE_001467,patent,relation_extraction,legal_document,zh,biotechnology,True,patent,0.914
IPE_001468,patent,relation_extraction,patent_application,ja,biotechnology,True,patent,0.857
IPE_001469,patent,entity_recognition,legal_document,ja,manufacturing,True,patent,0.8
IPE_001470,patent,relation_extraction,research_paper,ja,pharmaceutical,True,patent,0.754
IPE_001471,patent,ip_detection,patent_application,ja,manufacturing,True,patent,0.862
IPE_001472,patent,knowledge_extraction,technical_report,ja,energy,True,patent,0.927
IPE_001473,patent,entity_recognition,legal_document,fr,software,True,patent,0.8
IPE_001474,patent,knowledge_extraction,research_paper,de,software,True,patent,0.873
IPE_001475,patent,relation_extraction,legal_document,zh,automotive,True,patent,0.837
IPE_001476,patent,relation_extraction,technical_report,zh,pharmaceutical,True,patent,0.928
IPE_001477,patent,ip_detection,legal_document,fr,manufacturing,True,patent,0.758
IPE_001478,patent,entity_recognition,technical_report,ja,aerospace,True,patent,0.94
IPE_001479,patent,relation_extraction,patent_application,zh,pharmaceutical,True,patent,0.805
IPE_001480,patent,knowledge_extraction,research_paper,de,software,True,patent,0.772
IPE_001481,patent,entity_recognition,legal_document,ja,manufacturing,True,patent,0.765
IPE_001482,patent,ip_detection,patent_application,ja,automotive,True,patent,0.839
IPE_001483,patent,knowledge_extraction,legal_document,ja,biotechnology,True,patent,0.77
IPE_001484,patent,knowledge_extraction,legal_document,de,manufacturing,True,patent,0.766
IPE_001485,patent,entity_recognition,research_paper,fr,software,True,patent,0.815
IPE_001486,patent,knowledge_extraction,patent_application,en,energy,True,patent,0.883
IPE_001487,patent,relation_extraction,meeting_minutes,zh,software,True,patent,0.892
IPE_001488,patent,relation_extraction,meeting_minutes,zh,manufacturing,True,patent,0.875
IPE_001489,patent,ip_detection,technical_report,en,manufacturing,True,patent,0.912
IPE_001490,patent,knowledge_extraction,research_paper,zh,automotive,True,patent,0.921
IPE_001491,patent,relation_extraction,technical_report,es,software,True,patent,0.817
IPE_001492,patent,knowledge_extraction,research_paper,zh,aerospace,True,patent,0.791
IPE_001493,patent,entity_recognition,technical_report,es,manufacturing,True,patent,0.851
IPE_001494,patent,relation_extraction,technical_report,zh,manufacturing,True,patent,0.866
IPE_001495,patent,knowledge_extraction,meeting_minutes,fr,pharmaceutical,True,patent,0.907
IPE_001496,patent,knowledge_extraction,research_paper,zh,manufacturing,True,patent,0.835
IPE_001497,patent,entity_recognition,patent_application,es,software,True,patent,0.811
IPE_001498,patent,relation_extraction,technical_report,ja,pharmaceutical,True,patent,0.883
IPE_001499,patent,ip_detection,patent_application,en,energy,True,patent,0.804
IPE_001500,patent,relation_extraction,meeting_minutes,de,energy,True,patent,0.931
IPE_001501,patent,relation_extraction,technical_report,de,energy,True,patent,0.801
IPE_001502,patent,relation_extraction,technical_report,en,biotechnology,True,patent,0.767
IPE_001503,patent,knowledge_extraction,technical_report,ja,automotive,True,patent,0.803
IPE_001504,patent,entity_recognition,patent_application,en,energy,True,patent,0.9
IPE_001505,patent,ip_detection,patent_application,de,pharmaceutical,True,patent,0.892
IPE_001506,patent,knowledge_extraction,meeting_minutes,ja,software,True,patent,0.799
IPE_001507,patent,entity_recognition,legal_document,de,pharmaceutical,True,patent,0.769
IPE_001508,patent,knowledge_extraction,legal_document,de,software,True,patent,0.781
IPE_001509,patent,relation_extraction,meeting_minutes,zh,biotechnology,True,patent,0.949
IPE_001510,patent,relation_extraction,patent_application,fr,automotive,True,patent,0.928
IPE_001511,patent,entity_recognition,technical_report,fr,automotive,True,patent,0.946
IPE_001512,patent,knowledge_extraction,research_paper,en,biotechnology,True,patent,0.851
IPE_001513,patent,relation_extraction,meeting_minutes,es,pharmaceutical,True,patent,0.764
IPE_001514,patent,relation_extraction,patent_application,ja,pharmaceutical,True,patent,0.933
IPE_001515,patent,ip_detection,patent_application,ja,automotive,True,patent,0.91
IPE_001516,patent,ip_detection,legal_document,zh,automotive,True,patent,0.761
IPE_001517,patent,ip_detection,meeting_minutes,fr,manufacturing,True,patent,0.794
IPE_001518,patent,entity_recognition,technical_report,en,energy,True,patent,0.95
IPE_001519,patent,entity_recognition,research_paper,de,automotive,True,patent,0.854
IPE_001520,patent,relation_extraction,research_paper,es,software,True,patent,0.796
IPE_001521,patent,knowledge_extraction,technical_report,zh,biotechnology,True,patent,0.765
IPE_001522,patent,entity_recognition,legal_document,ja,software,True,patent,0.799
IPE_001523,patent,ip_detection,research_paper,ja,pharmaceutical,True,patent,0.789
IPE_001524,patent,ip_detection,legal_document,es,automotive,True,patent,0.858
IPE_001525,patent,relation_extraction,patent_application,es,software,True,patent,0.941
IPE_001526,patent,ip_detection,research_paper,es,software,True,patent,0.911
IPE_001527,patent,knowledge_extraction,meeting_minutes,en,software,True,patent,0.823
